dataset_short_name,session_id,subject_id,behavioral_context,brain_region,n_units,total_spikes,median_firing_rate_hz,mean_firing_rate_hz,std_firing_rate_hz,active_unit_fraction_0_1hz,active_unit_fraction_1hz,median_duration_s,min_duration_s,max_duration_s,extraction_methods
nwb_ca1,27284_2021-Jun-15_19-16-52,27284_Douglas,"2 OF sessions with short pot break inbetween, some jumping",LEC; MEC - Layer 2,2306,13840759,2.9889838026279847,34.33457836570185,364.46923593105066,0.9722463139635733,0.777103209019948,1239.2242333333334,0.00016666666670062114,1256.9945333333333,nwb_units_spike_times
nwb_ca1,27284_2021-Jun-16_08-24-12,27284_Douglas,sleep,LEC; MEC - Layer 2,2537,58761248,1.6756864622410266,2.3568631441572414,4.473860274111537,0.8955459203783996,0.7012219156484036,9737.747200000002,349.83326666666665,9894.5706,nwb_units_spike_times
nwb_ca1,27284_2021-Jun-16_14-33-11,27284_Douglas,OF tall walls,LEC; MEC - Layer 2,2772,10652633,2.083068954274902,7.996657830827467,16.85918446828013,0.9826839826839827,0.7435064935064936,1451.9388333333332,0.08273333333318078,1470.786,nwb_units_spike_times
nwb_ca1,27284_2021-Jun-17_15-01-36,27284_Douglas,OF and obj,LEC; MEC - Layer 2,1639,6695744,2.188293028994413,3.183443833784163,4.552215452739115,0.9871873093349604,0.7742525930445393,1284.7996833333334,71.54656666666668,1285.9984,nwb_units_spike_times
nwb_ca1,27284_2021-Jun-18_11-01-41,27284_Douglas,open field and objA of WWW,LEC; MEC - Layer 2,1226,6997323,3.715200958839033,5.364795943205162,7.595199408316824,0.9812398042414355,0.8768352365415987,1065.9426666666666,118.03283333333343,1066.9992333333334,nwb_units_spike_times
nwb_ca1,27285_2021-Jul-01_08-10-45,27285_Elm,"sleep, sequence task",HP - CA3; LEC; MEC - Layer 2,8703,32580714,0.09850783022794847,0.5090021016498093,1.8011442378775708,0.4019303688383316,0.08295989888544181,7832.5449499999995,1160.516066666667,8254.976666666667,nwb_units_spike_times
nwb_ca1,27285_2021-Jul-01_12-33-30,27285_Elm,"seq2, comparison probes",HP - CA3; LEC; MEC - Layer 2,8703,9010381,0.2710693879091223,0.7320959816444687,1.7179684003667222,0.9119843732046421,0.17430770998506262,1389.7422666666662,52.5626666666667,1453.9913333333334,nwb_units_spike_times
nwb_ca1,27285_2021-Jul-01_13-26-22,27285_Elm,"open field, WHAT, and WHERE",HP - CA3; LEC; MEC - Layer 2,951,1915465,2.2666934560228995,33.9717027728802,215.5264053743468,0.9747634069400631,0.7665615141955836,611.0890666666667,0.03516666666666879,612.9931333333333,nwb_units_spike_times
nwb_ca1,27285_2021-Jul-02_13-23-12,27285_Elm,"open field, WHEN1",HP - CA3; LEC; MEC - Layer 2,875,1690649,2.3529792488883072,3.2695790415708323,4.875647744312994,0.9794285714285714,0.7897142857142857,600.1827999999999,351.8626333333334,601.9855,nwb_units_spike_times
nwb_ca1,27285_2021-Jun-30_10-03-39,27285_Elm,sequence task,HP - CA3; LEC; MEC - Layer 2,9578,18253420,0.3485942770019928,1.1582138038848597,16.78761579189433,0.9570891626644393,0.23282522447275006,1877.9461666666668,0.0012333333334026975,1969.9974147515059,nwb_units_spike_times
