PC1,PC2,dataset_short_name,session_id,subject_id,behavioral_context,source_level
7.8259430341965865,1.923668562278519,legacy_touchscreen,rat-14_190130,rat-14,object_task,legacy_summary_plus_previews
10.22078478229798,3.8459123205415064,legacy_touchscreen,rat-14_190131,rat-14,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-14_190202,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-14_190204,,object_task,legacy_summary_plus_previews
10.495144070053716,3.8951146849301024,legacy_touchscreen,rat-14_190205,rat-14,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-14_190206,,object_task,legacy_summary_plus_previews
10.107168768086455,3.5789914887424006,legacy_touchscreen,rat-14_190207,rat-14,object_task,legacy_summary_plus_previews
9.924456845546034,3.3513994727712455,legacy_touchscreen,rat-16_181012,rat-16,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181013,,object_task,legacy_summary_plus_previews
8.862300842489622,2.345075277217228,legacy_touchscreen,rat-16_181015,rat-16,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181016,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181021,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181022,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181023,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181024,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181025,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-16_181029,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-26_190625,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-26_190626,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-26_190627,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-26_190702,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-27_191128,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-27_191204,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-27_191209,,object_task,legacy_summary_plus_previews
-2.3074950285141678,-0.30343805096727167,legacy_touchscreen,rat-27_191210,,object_task,legacy_summary_plus_previews
5.532737487521742,1.0001375736179647,touchandsee,Ramachandran_samp20_2012-08-09,Ramachandran,object_task,touchandsee_compact_block_summary
2.6967371427517373,-2.442891196144933,touchandsee,Ramachandran_samp21_2012-08-10,Ramachandran,object_task,touchandsee_compact_block_summary
2.5158350074006917,-2.2786007200573697,touchandsee,Ramachandran_samp22_2012-08-11,Ramachandran,object_task,touchandsee_compact_block_summary
2.3879453331561744,-2.1845770331113576,touchandsee,Ramachandran_samp23_2012-08-12,Ramachandran,object_task,touchandsee_compact_block_summary
2.6062420738846903,-2.3644250144243006,touchandsee,Ramachandran_samp24_2012-08-13,Ramachandran,object_task,touchandsee_compact_block_summary
2.646198434464514,-2.246970872344335,touchandsee,Ramachandran_samp25_2012-08-14,Ramachandran,object_task,touchandsee_compact_block_summary
2.7038453879850617,-2.419118991584931,touchandsee,Ramachandran_samp26_2012-08-15,Ramachandran,object_task,touchandsee_compact_block_summary
2.6788066622237325,-2.4432397863452,touchandsee,Ramachandran_samp27_2012-08-16,Ramachandran,object_task,touchandsee_compact_block_summary
2.7078505001619444,-2.532039661897986,touchandsee,Ramachandran_samp28_2012-08-17,Ramachandran,object_task,touchandsee_compact_block_summary
2.4661541935527587,-2.3342159823486868,touchandsee,Ramachandran_samp29_2012-08-18,Ramachandran,object_task,touchandsee_compact_block_summary
2.654791086073825,-2.453780100342413,touchandsee,Ramachandran_samp30_2012-08-20,Ramachandran,object_task,touchandsee_compact_block_summary
2.500130825835788,-2.324046781203856,touchandsee,Ramachandran_samp31_2012-08-21,Ramachandran,object_task,touchandsee_compact_block_summary
2.3965588073551087,-2.2045133906092205,touchandsee,Ramachandran_samp32_2012-08-22,Ramachandran,object_task,touchandsee_compact_block_summary
2.4050979198638,-2.1328535532019033,touchandsee,Ramachandran_samp33_2012-08-22,Ramachandran,object_task,touchandsee_compact_block_summary
2.9932748233315722,-2.672359823735816,touchandsee,Taskmaster_samp1_2012-01-03,Taskmaster,object_task,touchandsee_compact_block_summary
2.977810884288061,-2.6769281586559908,touchandsee,Taskmaster_samp10_2012-01-15,Taskmaster,object_task,touchandsee_compact_block_summary
2.8582510941604267,-2.5959228152515155,touchandsee,Taskmaster_samp11_2012-01-16,Taskmaster,object_task,touchandsee_compact_block_summary
2.9368611312373245,-2.609955511994178,touchandsee,Taskmaster_samp12_2012-01-17,Taskmaster,object_task,touchandsee_compact_block_summary
2.800876545804531,-2.531628104268177,touchandsee,Taskmaster_samp13_2012-01-18,Taskmaster,object_task,touchandsee_compact_block_summary
2.3192987285732474,-2.0580507186127974,touchandsee,Taskmaster_samp14_2011-12-22,Taskmaster,object_task,touchandsee_compact_block_summary
2.4840474081245842,-2.2868208305743534,touchandsee,Taskmaster_samp15_2011-12-23,Taskmaster,object_task,touchandsee_compact_block_summary
2.8357771822068196,-2.560611256170182,touchandsee,Taskmaster_samp16_2011-12-24,Taskmaster,object_task,touchandsee_compact_block_summary
2.88875577094356,-2.6179687544950014,touchandsee,Taskmaster_samp17_2011-12-25,Taskmaster,object_task,touchandsee_compact_block_summary
3.1373564137324323,-2.749934578386591,touchandsee,Taskmaster_samp18_2011-12-29,Taskmaster,object_task,touchandsee_compact_block_summary
3.062758238172408,-2.6973467973386906,touchandsee,Taskmaster_samp19_2011-12-30,Taskmaster,object_task,touchandsee_compact_block_summary
2.9789088958303456,-2.665840632973921,touchandsee,Taskmaster_samp2_2012-01-03,Taskmaster,object_task,touchandsee_compact_block_summary
2.9696110243758644,-2.657949134064246,touchandsee,Taskmaster_samp3_2012-01-04,Taskmaster,object_task,touchandsee_compact_block_summary
3.0032465075081194,-2.6823283307213623,touchandsee,Taskmaster_samp4_2012-01-05,Taskmaster,object_task,touchandsee_compact_block_summary
2.8126445046777975,-2.5767229946952437,touchandsee,Taskmaster_samp5_2012-01-06,Taskmaster,object_task,touchandsee_compact_block_summary
3.0007435569194114,-2.689646616431135,touchandsee,Taskmaster_samp6_2012-01-10,Taskmaster,object_task,touchandsee_compact_block_summary
3.0871068072593055,-2.753702893225976,touchandsee,Taskmaster_samp7_2012-01-11,Taskmaster,object_task,touchandsee_compact_block_summary
2.97608973528616,-2.6729444650828182,touchandsee,Taskmaster_samp8_2012-01-12,Taskmaster,object_task,touchandsee_compact_block_summary
