dataset_short_name,session_id,subject_id,unit_id,brain_region,behavioral_context,n_spikes,firing_rate_hz,recording_duration_s,cell_type,quality_label,is_preview_record,source_level
openfield_ca1,24101_2018-04-11,24101,1_3,CA1,open_field,1,0.0006784260515603799,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_8,CA1,open_field,896,0.6078697421981004,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_9,CA1,open_field,22,0.014925373134328358,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_14,CA1,open_field,67,0.045454545454545456,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_15,CA1,open_field,2,0.0013568521031207597,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_16,CA1,open_field,1151,0.7808683853459973,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_18,CA1,open_field,3,0.0020352781546811396,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_19,CA1,open_field,638,0.43283582089552236,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_22,CA1,open_field,2151,1.4592944369063772,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_23,CA1,open_field,2911,1.974898236092266,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,1_24,CA1,open_field,1499,1.0169606512890095,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,7_1,CA1,open_field,2462,1.6702849389416554,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,7_2,CA1,open_field,8838,5.995929443690637,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_1,CA1,open_field,5,0.0033921302578018998,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_2,CA1,open_field,71,0.04816824966078698,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_3,CA1,open_field,23,0.015603799185888738,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_4,CA1,open_field,38,0.025780189959294438,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_5,CA1,open_field,33,0.022388059701492536,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_6,CA1,open_field,619,0.41994572591587515,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_7,CA1,open_field,59,0.04002713704206241,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_8,CA1,open_field,266,0.18046132971506107,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,8_9,CA1,open_field,488,0.3310719131614654,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
