session_id,subject_id,context,repeat,toi,n_units_used,n_bins,duration_s,bin_size_s,fixed_units
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,8,0.0010777455382174955,50,75,747.9974666666664,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,9,0.0013592956865339865,50,75,747.9971333333342,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,10,0.0010954387796536492,50,75,747.9951666666665,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,11,0.0010116224229252794,50,75,747.9955999999997,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,12,0.0011890642112317132,50,75,747.9904666666671,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,13,0.0008747911003705351,50,75,747.9952999999998,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,14,0.0009635006588221399,50,75,747.9978666666666,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,15,0.0011064256839023034,50,75,747.996533333333,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,16,0.0012865882609571673,50,75,747.9835999999996,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,17,0.001161861514704382,50,75,747.9935333333331,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,18,0.0009091866699950852,50,75,747.9972333333334,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,19,0.001186723912367181,50,75,747.9960333333332,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,20,0.001028619168428401,50,75,747.9965000000004,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,21,0.0013522410261109182,50,75,747.9984333333332,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,22,0.0009399226416253277,50,75,747.9917333333333,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,23,0.0012283696385038288,50,75,747.9939999999997,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,24,0.0013012648604209729,50,75,747.9960999999996,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,25,0.0013320050110772698,50,75,747.9950999999998,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,26,0.0009034004714620416,50,75,747.9942999999996,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,27,0.0009823610180061378,50,75,747.9872333333329,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,28,0.0010937629578504358,50,75,747.9884999999999,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,29,0.0010342950999128173,50,75,747.9955333333331,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,30,0.0012376345797236092,50,75,747.9971333333333,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,31,0.0009596780095306255,50,75,747.9963999999998,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,32,0.0009457593276356229,50,75,747.9926333333333,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,33,0.0013385936561687416,50,75,747.9975666666669,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,34,0.0009417091464884628,50,75,747.9984333333332,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,35,0.001173729310966047,50,75,747.9906333333329,10.0,50
